alert_id,created_at,region,message,emergency_level,disaster_category
259326,2026/06/13 10:30:34,충청남도 홍성군 ,"수상안전사고 예방을 위해 ▲구명조끼 착용 ▲위험지역 접근금지 ▲야간, 음주수영 금지 ▲어린이는 반드시 보호자 동반 등 안전수칙을 준수하시기 바랍니다. [홍성군]",안전안내,기타
259338,2026/06/13 15:41:45,광주광역시 광산구 ,오늘 15:09 광주광역시 서봉동 529 산불 발생. 입산 금지. 인근 주민과 등산객은 안전사고에 주의하세요. [광산구],안전안내,산불
259331,2026/06/13 13:46:15,전북특별자치도 임실군 ,"금일 12:57경 전북 임실군 덕치면 두지리 726-1답, 인근에 산불 발생. 입산 금지. 인근 주민과 등산객은 안전사고에 주의하세요. [임실군]",안전안내,산불
259337,2026/06/13 15:06:54,경상북도 고령군 운수면,"금일 10:30경 운수면 팔산리, 유리 일대 발생한 정전, 복구 완료되어 전력 및 수도 공급이 정상화되었음을 알려드립니다. 감사합니다.[고령군]",안전안내,기타
259293,2026/06/12 06:00:27,광주광역시 동구 ,"현재 계림동 서방사거리에서 상수도 누수 복구 공사로 도로 통제 중입니다. 교통 혼잡이 예상되오니, 인근 우회경로를 이용 바랍니다. [동구]",안전안내,기타
259294,2026/06/12 06:00:37,광주광역시 북구 ,"금일 서방사거리 상수도 누수 복구공사로 일부 차선이 통제(구호전→교대방향은 전면 통제)되어 교통 정체가 우려되오니, 차량은 우회하시기 바랍니다. [광주 북구]",안전안내,기타
259295,2026/06/12 06:01:06,"경기도 안양시 만안구 ,경기도 안양시 동안구 ","금정고가교 콘크리트 탈락으로 군포역→호계방향 고가도로 전면통제, 고가 밑 군포로는 양방향 1차선씩 통행제한. 해당구간 우회 바랍니다.[안양시청]",안전안내,기타
259302,2026/06/12 10:58:40,충청북도 청주시 흥덕구 ,"오늘 09:58 외북동 364 SK하이닉스 4공장 불소누출 사고관련 현재까지 외부유출 없는 것으로 확인하였으며, 안전조치 중임을 알려드립니다.[청주시]",안전안내,환경오염사고
259309,2026/06/12 15:26:07,경기도 군포시 ,금정고가교(군포역에서 호계방향) 긴급보수공사로 인하여 2026.6.14.(일) 24:00까지 전면통제 중이오니 우회하여 주시기 바랍니다. [군포시],안전안내,기타
259313,2026/06/12 16:53:11,충청남도 아산시 ,"여름철 물놀이 사고 예방을 위해 구명조끼 착용, 야간/음주 후 입수 금지, 어린이는 보호자 동반, 준비운동 등 안전수칙을 준수해주시기 바랍니다. [아산시]",안전안내,기타
